AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,State_ID,ID,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings,MajorGroupCode,MajorGroup,MinorGroup,MinorGroupDescr,JobDescription,RJ_1,RJ_2,RJ_3,RJ_4,RJ_5,RJ_6,RJ_7,RJ_8,RJ_9,RJ_10,RJ_11,RJ_12,RJ_13,RJ_14,RJ_15,RJ_16,RJ_17,RJ_18,RJ_19,RJ_20,RJ_21,RJ_22,RJ_23,RJ_24,RJ_25,RJ_26,RJ_27,RJ_28,RJ_29,RJ_30,RJ_31,RJ_32,RJ_33,RJ_34,RJ_35,RJ_36,RJ_37,RJ_38,RJ_39,RJ_40,RJ_41,RJ_42,RJ_43,RJ_44,RJ_45,RJ_46,RJ_47,RJ_48,RJ_49,RJ_50,RJ_51,RJ_52,RJ_53,RJDescr_1,RJDescr_2,RJDescr_3,RJDescr_4,RJDescr_5,RJDescr_6,RJDescr_7,RJDescr_8,RJDescr_9,RJDescr_10,RJDescr_11,RJDescr_12,RJDescr_13,RJDescr_14,RJDescr_15,RJDescr_16,RJDescr_17,RJDescr_18,RJDescr_19,RJDescr_20,RJDescr_21,RJDescr_22,RJDescr_23,RJDescr_24,RJDescr_25,RJDescr_26,RJDescr_27,RJDescr_28,RJDescr_29,RJDescr_30,RJDescr_31,RJDescr_32,RJDescr_33,RJDescr_34,RJDescr_35,RJDescr_36,RJDescr_37,RJDescr_38,RJDescr_39,RJDescr_40,RJDescr_41,RJDescr_42,RJDescr_43,RJDescr_44,RJDescr_45,RJDescr_46,RJDescr_47,RJDescr_48,RJDescr_49,RJDescr_50,RJDescr_51,RJDescr_52,RJDescr_53,MajorGroupIndex,Education,EducationIndex,Training,TrainingIndex,Experience,ExperienceIndex,STEM,STEMIndex
0,USA, United States,19-3041,Sociologists,detailed,2620,6.7,,,39.47,82100,2.9,17.41,24.7,35.46,49.66,69.83,36200,51380,73760,103300,145250,,,0,0-19-3041,2014,2600,2024,2500,0,-0.7,30,19-0000,"Life, Physical, and Social Science ",19-3000,Social Scientists and Related Workers,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.",19-3022,19-3091,19-3092,19-3094,25-1061,25-1062,25-1064,25-1065,25-1067,25-1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survey Researchers,Anthropologists and Archeologists,Geographers,Political Scientists,"Anthropology and Archeology Teachers, Postsecondary","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Geography Teachers, Postsecondary","Political Science Teachers, Postsecondary","Sociology Teachers, Postsecondary","Social Work Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,19-3050,Urban and Regional Planners,broad,35480,1.6,,,33.98,70680,0.5,20.64,25.84,32.8,41.06,49.14,42940,53740,68220,85400,102200,,,0,0-19-3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-3051,Urban and Regional Planners,detailed,35480,1.6,,,33.98,70680,0.5,20.64,25.84,32.8,41.06,49.14,42940,53740,68220,85400,102200,,,0,0-19-3051,2014,38000,2024,40400,2400,6.3,940,19-0000,"Life, Physical, and Social Science ",19-3000,Social Scientists and Related Workers,"Develop comprehensive plans and programs for use of land and physical facilities of jurisdictions, such as towns, cities, counties, and metropolitan areas.",Nov-71,Nov-41,13-1081,15-1199,17-1011,19-2099,19-3092,19-3099,19-4061,25-1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transportation, Storage, and Distribution Managers",Architectural and Engineering Managers,Logisticians,"Computer Occupations, All Other","Architects, Except Landscape and Naval","Physical Scientists, All Other",Geographers,"Social Scientists and Related Workers, All Other",Social Science Research Assistants,"Geography Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,19-3090,Miscellaneous Social Scientists and Related Workers,broad,49340,2.1,,,37.88,78790,1.1,19.75,27.01,35.88,46.57,57.92,41070,56180,74640,96870,120470,,,0,0-19-3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-3091,Anthropologists and Archeologists,detailed,6980,7.2,,,30.91,64290,1.3,17.04,21.88,29.43,38.25,46.66,35440,45520,61220,79550,97040,,,0,0-19-3091,2014,7700,2024,8000,300,3.8,120,19-0000,"Life, Physical, and Social Science ",19-3000,Social Scientists and Related Workers,"Study the origin, development, and behavior of human beings. May study the way of life, language, or physical characteristics of people in various parts of the world. May engage in systematic recovery and examination of material evidence, such as tools or pottery remaining from past human cultures, in order to determine the history, customs, and living habits of earlier civilizations.",19-3041,19-3092,25-1042,25-1061,25-1062,25-1064,25-1067,25-4011,25-4012,25-4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sociologists,Geographers,"Biological Science Teachers, Postsecondary","Anthropology and Archeology Teachers, Postsecondary","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Geography Teachers, Postsecondary","Sociology Teachers, Postsecondary",Archivists,Curators,Librarians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Master's degree,6,None,0,None,0,STEM,0
0,USA, United States,19-3092,Geographers,detailed,1280,6.3,,,36.02,74920,1.4,21.85,28.16,35.7,42.85,49.48,45450,58570,74260,89120,102930,,,0,0-19-3092,2014,1400,2024,1400,0,-1.6,20,19-0000,"Life, Physical, and Social Science ",19-3000,Social Scientists and Related Workers,"Study the nature and use of areas of the Earth's surface, relating and interpreting interactions of physical and cultural phenomena. Conduct research on physical aspects of a region, including land forms, climates, soils, plants, and animals, and conduct research on the spatial implications of human activities within a given area, including social characteristics, economic activities, and political organization, as well as researching interdependence between regions at scales ranging from local to global.",15-1199,19-2099,19-3041,19-3091,19-3094,25-1051,25-1061,25-1062,25-1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Computer Occupations, All Other","Physical Scientists, All Other",Sociologists,Anthropologists and Archeologists,Political Scientists,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Anthropology and Archeology Teachers, Postsecondary","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Geography Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,19-3093,Historians,detailed,3010,4.4,,,29.38,61120,2.1,13.42,17.68,26.83,38.85,48.98,27920,36760,55800,80810,101880,,,0,0-19-3093,2014,3500,2024,3500,100,1.7,50,19-0000,"Life, Physical, and Social Science ",19-3000,Social Scientists and Related Workers,"Research, analyze, record, and interpret the past as recorded in sources, such as government and institutional records, newspapers and other periodicals, photographs, interviews, films, electronic media, and unpublished manuscripts, such as personal diaries and letters.",19-3092,19-3094,25-1062,25-1064,25-1126,25-1191,25-4011,25-4021,27-3021,27-3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geographers,Political Scientists,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Geography Teachers, Postsecondary","Philosophy and Religion Teachers, Postsecondary",Graduate Teaching Assistants,Archivists,Librarians,Broadcast News Analysts,Reporters and Correspondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,19-3094,Political Scientists,detailed,3910,8.2,,,49.62,103210,2.6,22.7,32.05,47.95,66.77,78.12,47210,66670,99730,138870,162500,,,0,0-19-3094,2014,6200,2024,6000,-100,-2.3,70,19-0000,"Life, Physical, and Social Science ",19-3000,Social Scientists and Related Workers,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decision-making, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents.",19-3041,19-3092,25-1062,25-1064,25-1065,25-1067,25-1111,25-1125,25-1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sociologists,Geographers,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Geography Teachers, Postsecondary","Political Science Teachers, Postsecondary","Sociology Teachers, Postsecondary","Criminal Justice and Law Enforcement Teachers, Postsecondary","History Teachers, Postsecondary","Philosophy and Religion Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,19-3099,"Social Scientists and Related Workers, All Other",detailed,34160,2.4,,,38.78,80650,1,21.82,28.7,36.72,47.02,56.77,45390,59690,76380,97800,118080,,,0,0-19-3099,2014,35600,2024,34900,-700,-2,420,19-0000,"Life, Physical, and Social Science ",19-3000,Social Scientists and Related Workers,All social scientists and related workers not listed separately.,Nov-61,Nov-71,Nov-99,13-1023,13-1081,13-1111,17-2051,19-4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purchasing Managers,"Transportation, Storage, and Distribution Managers","Managers, All Other","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Logisticians,Management Analysts,Civil Engineers,Social Science Research Assistants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,19-4000,"Life, Physical, and Social Science Technicians",minor,359440,0.9,,,22.9,47640,0.5,12.46,15.86,20.91,27.83,36.38,25920,32990,43490,57880,75670,,,0,0-19-4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4010,Agricultural and Food Science Technicians,broad,20260,2.8,,,18.75,39000,0.9,11.27,13.97,17.54,22.21,28.01,23450,29050,36480,46200,58270,,,0,0-19-4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4011,Agricultural and Food Science Technicians,detailed,20260,2.8,,,18.75,39000,0.9,11.27,13.97,17.54,22.21,28.01,23450,29050,36480,46200,58270,,,0,0-19-4011,2014,33000,2024,34700,1600,4.9,1240,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Work with agricultural and food scientists in food, fiber, and animal research, production, and processing; and assist with animal breeding and nutrition. Conduct tests and experiments to improve yield and quality of crops or to increase the resistance of plants and animals to disease or insects. Includes technicians who assist food scientists or technologists in the research and development of production technology, quality control, packaging, processing, and use of foods.",19-4021,19-4031,19-4041,19-4051,19-4093,19-4099,29-2052,45-2011,45-2021,45-4011,51-9061,29-2012,43-5111,51-3092,19-4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biological Technicians,Chemical Technicians,Geological and Petroleum Technicians,Nuclear Technicians,Forest and Conservation Technicians,"Life, Physical, and Social Science Technicians, All Other",Pharmacy Technicians,Agricultural Inspectors,Animal Breeders,Forest and Conservation Workers,"Inspectors, Testers, Sorters, Samplers, and Weighers",Medical and Clinical Laboratory Technicians,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Food Batchmakers,Geological and Petroleum Technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Associate's degree,4,None,0,Moderate-term on-the-job training,2,STEM,0
0,USA, United States,19-4020,Biological Technicians,broad,72900,2.5,,,21.75,45230,0.7,12.8,15.86,20.02,25.99,33.26,26610,32990,41650,54060,69180,,,0,0-19-4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4021,Biological Technicians,detailed,72900,2.5,,,21.75,45230,0.7,12.8,15.86,20.02,25.99,33.26,26610,32990,41650,54060,69180,,,0,0-19-4021,2014,79300,2024,83500,4100,5.2,2630,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Assist biological and medical scientists in laboratories. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs.",19-4011,19-4031,19-4041,19-4061,19-4091,19-4092,29-2011,29-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agricultural and Food Science Technicians,Chemical Technicians,Geological and Petroleum Technicians,Social Science Research Assistants,"Environmental Science and Protection Technicians, Including Health",Forensic Science Technicians,Medical and Clinical Laboratory Technologists,Medical and Clinical Laboratory Technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Bachelor's degree,5,None,0,None,0,STEM,0
0,USA, United States,19-4030,Chemical Technicians,broad,64770,1.9,,,23.43,48730,1.4,13.11,16.46,21.47,28.4,36.17,27260,34240,44660,59060,75230,,,0,0-19-4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4031,Chemical Technicians,detailed,64770,1.9,,,23.43,48730,1.4,13.11,16.46,21.47,28.4,36.17,27260,34240,44660,59060,75230,,,0,0-19-4031,2014,66500,2024,67700,1200,1.9,2110,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.",17-3025,17-3029,19-2031,19-4011,19-4021,19-4041,19-4051,29-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Engineering Technicians,"Engineering Technicians, Except Drafters, All Other",Chemists,Agricultural and Food Science Technicians,Biological Technicians,Geological and Petroleum Technicians,Nuclear Technicians,Medical and Clinical Laboratory Technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Associate's degree,4,None,0,Moderate-term on-the-job training,2,STEM,0
0,USA, United States,19-4040,Geological and Petroleum Technicians,broad,16820,5.2,,,29.19,60710,2.5,11.94,18.23,26.73,36.82,47.41,24840,37930,55610,76580,98620,,,0,0-19-4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4041,Geological and Petroleum Technicians,detailed,16820,5.2,,,29.19,60710,2.5,11.94,18.23,26.73,36.82,47.41,24840,37930,55610,76580,98620,,,0,0-19-4041,2014,16500,2024,18500,1900,11.8,800,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Assist scientists or engineers in the use of electronic, sonic, or nuclear measuring instruments in both laboratory and production activities to obtain data indicating potential resources such as metallic ore, minerals, gas, coal, or petroleum. Analyze mud and drill cuttings. Chart pressure, temperature, and other characteristics of wells or bore holes. Investigate and collect information leading to the possible discovery of new metallic ore, minerals, gas, coal, or petroleum deposits.",15-1199,17-1021,17-1022,17-2171,17-3022,17-3025,17-3031,19-2042,19-4011,53-6051,19-4099,19-4031,19-2031,17-3029,19-4093,29-2012,51-8021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Computer Occupations, All Other",Cartographers and Photogrammetrists,Surveyors,Petroleum Engineers,Civil Engineering Technicians,Environmental Engineering Technicians,Surveying and Mapping Technicians,"Geoscientists, Except Hydrologists and Geographers",Agricultural and Food Science Technicians,Transportation Inspectors,"Life, Physical, and Social Science Technicians, All Other",Chemical Technicians,Chemists,"Engineering Technicians, Except Drafters, All Other",Forest and Conservation Technicians,Medical and Clinical Laboratory Technicians,Stationary Engineers and Boiler Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Associate's degree,4,None,0,Moderate-term on-the-job training,2,STEM,0
0,USA, United States,19-4050,Nuclear Technicians,broad,6500,6.5,,,37.91,78850,1.7,22.95,30.69,38.59,44.79,49.88,47730,63830,80260,93160,103750,,,0,0-19-4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4051,Nuclear Technicians,detailed,6500,6.5,,,37.91,78850,1.7,22.95,30.69,38.59,44.79,49.88,47730,63830,80260,93160,103750,,,0,0-19-4051,2014,6800,2024,6400,-300,-5.1,280,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Assist nuclear physicists, nuclear engineers, or other scientists in laboratory or production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.",17-3029,19-4011,51-8011,51-8013,51-8021,51-8091,51-8092,51-8093,53-7071,53-7072,45-2011,19-4031,17-3025,19-4041,29-9012,51-9011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Engineering Technicians, Except Drafters, All Other",Agricultural and Food Science Technicians,Nuclear Power Reactor Operators,Power Plant Operators,Stationary Engineers and Boiler Operators,Chemical Plant and System Operators,Gas Plant Operators,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Gas Compressor and Gas Pumping Station Operators,"Pump Operators, Except Wellhead Pumpers",Agricultural Inspectors,Chemical Technicians,Environmental Engineering Technicians,Geological and Petroleum Technicians,Occupational Health and Safety Technicians,Chemical Equipment Operators and Tenders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Associate's degree,4,None,0,Moderate-term on-the-job training,2,STEM,0
0,USA, United States,19-4060,Social Science Research Assistants,broad,28060,2.8,,,22,45760,1.2,9.87,15.42,20.42,26.83,35.23,20540,32080,42480,55810,73280,,,0,0-19-4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4061,Social Science Research Assistants,detailed,28060,2.8,,,22,45760,1.2,9.87,15.42,20.42,26.83,35.23,20540,32080,42480,55810,73280,,,0,0-19-4061,2014,32000,2024,33800,1800,5.6,1520,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",13-1081,13-1141,13-1161,13-2021,15-2041,19-3051,19-3099,25-2031,25-4021,43-9111,15-1199,27-1025,13-1111,41-3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logisticians,"Compensation, Benefits, and Job Analysis Specialists",Market Research Analysts and Marketing Specialists,Appraisers and Assessors of Real Estate,Statisticians,Urban and Regional Planners,"Social Scientists and Related Workers, All Other","Secondary School Teachers, Except Special and Career/Technical Education",Librarians,Statistical Assistants,"Computer Occupations, All Other",Interior Designers,Management Analysts,Insurance Sales Agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,150140,1.2,,,22.62,47040,0.7,12.37,15.64,20.92,27.55,35.55,25730,32540,43520,57300,73940,,,0,0-19-4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0,USA, United States,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,34250,2.5,,,22.38,46540,0.8,12.93,16.21,20.69,27.05,34.55,26890,33710,43030,56270,71860,,,0,0-19-4091,2014,36200,2024,39600,3400,9.5,1860,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing.",13-1041,17-1022,17-3025,19-1031,19-2031,19-2041,19-4041,19-4099,45-1011,53-6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compliance Officers,Surveyors,Environmental Engineering Technicians,Conservation Scientists,Chemists,"Environmental Scientists and Specialists, Including Health",Geological and Petroleum Technicians,"Life, Physical, and Social Science Technicians, All Other","First-Line Supervisors of Farming, Fishing, and Forestry Workers",Transportation Inspectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Associate's degree,4,None,0,None,0,STEM,0
0,USA, United States,19-4092,Forensic Science Technicians,detailed,14070,1.8,,,28.89,60090,1,16.34,20.35,27.08,35.58,45.39,34000,42320,56320,74000,94410,,,0,0-19-4092,2014,14400,2024,18200,3800,26.6,990,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",13-1041,19-1031,19-4041,19-4091,25-2032,29-2011,33-3021,53-6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compliance Officers,Conservation Scientists,Geological and Petroleum Technicians,"Environmental Science and Protection Technicians, Including Health","Career/Technical Education Teachers, Secondary School",Medical and Clinical Laboratory Technologists,Detectives and Criminal Investigators,Transportation Inspectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Bachelor's degree,5,None,0,Moderate-term on-the-job training,2,STEM,0
0,USA, United States,19-4093,Forest and Conservation Technicians,detailed,29810,0.7,,,18.4,38260,0.2,12.23,13.73,17.04,22.2,26.38,25430,28550,35430,46170,54860,,,0,0-19-4093,2014,32600,2024,30800,-1900,-5.7,1370,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts, under the direction of foresters; or train and lead forest workers in forest propagation, fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",17-3025,17-3031,19-4041,19-4091,19-4099,33-2011,45-2011,45-4011,47-1011,51-8031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Engineering Technicians,Surveying and Mapping Technicians,Geological and Petroleum Technicians,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science Technicians, All Other",Firefighters,Agricultural Inspectors,Forest and Conservation Workers,First-Line Supervisors of Construction Trades and Extraction Workers,Water and Wastewater Treatment Plant and System Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Associate's degree,4,None,0,None,0,Non-STEM,1
0,USA, United States,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,72020,2,,,23.25,48360,1.4,12.06,16.32,21.78,28.62,36.52,25080,33950,45300,59530,75970,,,0,0-19-4099,2014,78200,2024,83500,5300,6.8,3810,19-0000,"Life, Physical, and Social Science ",19-4000,"Life, Physical, and Social Science Technicians","All life, physical, and social science technicians not listed separately.",17-1022,17-3025,17-3031,19-1031,19-4011,19-4041,19-4091,19-4093,45-2011,45-4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surveyors,Environmental Engineering Technicians,Surveying and Mapping Technicians,Conservation Scientists,Agricultural and Food Science Technicians,Geological and Petroleum Technicians,"Environmental Science and Protection Technicians, Including Health",Forest and Conservation Technicians,Agricultural Inspectors,Forest and Conservation Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Associate's degree,4,None,0,None,0,STEM,0
0,USA, United States,21-0000,Community and Social Service Occupations,major,1972140,0.4,,,22.19,46160,0.4,11.81,15.28,20.2,27.48,35.85,24560,31780,42010,57150,74560,,,0,0-21-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
0,USA, United States,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,1895770,0.4,,,22.2,46170,0.4,11.91,15.32,20.21,27.46,35.82,24760,31880,42030,57120,74500,,,0,0-21-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
0,USA, United States,21-1010,Counselors,broad,628820,0.6,,,23.46,48790,0.4,12.6,16.31,21.71,28.9,37.13,26210,33920,45160,60110,77230,,,0,0-21-1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
